【關於】,#genre#
=不定期更新=,
==修改時間==,
=2021-12-10=,
☆表示可能无声,
✈可能需要科网,
频道无法播放,
切换其他频道,
源提示加微信,
請不要添加,


自家優選,#genre#
無線新聞(720p),http://159.75.123.131/xiaoqi/tvb.php?id=1
無線新聞(720p),http://anan.jxin122.top/cj.php?id=73&p=0&c=3&key=ced06b227baa54c961d63cc2c09dbc52
無線新聞(720p),http://kkmix1.f3322.net:762/hls/ch2/s.m3u8?&有點卡

無線新聞海外(1080p),http://iptv.tvfix.org/hls/inews.m3u8

🇭🇰,#genre#

華麗翡翠台(720p),http://185.180.221.194:8278/streams/d/Wlt/playlist.m3u8



翡翠台(1080p),http://61.238.6.49:8000/bysid/1?&花屏且卡
翡翠台(576p),http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=1&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=188


明珠台(720p),http://kkmix1.f3322.net:825/hls/ch1/s.m3u8
明珠台(576p),http://116.199.5.52:8114/00000000/index.m3u8?&Fsv_ctype=LIVES&Fsv_otype=1&FvSeid=1&Pcontent_id=&Provider_id=&Fsv_chan_hls_se_idx=12


J2(720p),http://kkmix1.f3322.net:762/hls/ch1/s.m3u8

無線新聞(720p),http://159.75.123.131/xiaoqi/tvb.php?id=1
無線新聞(720p),http://anan.jxin122.top/cj.php?id=73&p=0&c=3&key=ced06b227baa54c961d63cc2c09dbc52
無線新聞(720p),http://kkmix1.f3322.net:762/hls/ch2/s.m3u8?&有點卡

無線新聞海外(1080p),http://iptv.tvfix.org/hls/inews.m3u8

無線財經資訊(720p),http://kkmix1.f3322.net:825/hls/ch2/s.m3u8


有線新聞(720p),http://93.qqdszb.com/hkcnews_twn/playlist.m3u8



ViuTV(1080p),http://hk.qqdszb.com/99/index.m3u8


ViuTV 6(1080p),http://hk.qqdszb.com/96/index.m3u8



RTHK 31(1080p),http://hk.qqdszb.com/31/index.m3u8



RTHK 32(1080p),http://hk.qqdszb.com/32/index.m3u8



RTHK 33(1080p),http://hk.qqdszb.com/33/index.m3u8


有線體育台(720p),rtmp://59.124.75.130/sat/hk021
有線體育台(408p),rtmp://59.124.75.130/sat/hk022

有線18台(720p),rtmp://59.124.75.130/sat/hk041
有線18台(408p),rtmp://59.124.75.130/sat/hk042


🇲🇴,#genre#
澳視澳門(720p),http://103.233.191.133:1935/ch1/ch1.live/playlist.m3u8#http://103.233.191.134:1935/ch1/ch1.live/playlist.m3u8#http://103.233.191.132:1935/ch1/ch1.live/playlist.m3u8
澳視澳門(720p),http://61.244.22.4/ch1/ch1.live/index.m3u8#http://61.244.22.4/ch3/ch3.live/playelist.m3u8
澳視澳門(720p),http://124.238.99.44:808/hls/357/index.m3u8

澳視葡文(720p),http://103.233.191.132:1935/ch2/ch2.live/playlist.m3u8#http://103.233.191.133:1935/ch2/ch2.live/playlist.m3u8#http://103.233.191.134:1935/ch2/ch2.live/playlist.m3u8
澳視葡文(720p),http://61.244.22.4/ch2/ch2.live/index.m3u8

澳視衛星(720p),http://103.233.191.132:1935/ch3/ch3.live/playlist.m3u8#http://103.233.191.133:1935/ch3/ch3.live/playlist.m3u8#http://103.233.191.134:1935/ch3/ch3.live/playlist.m3u8
澳視衛星(720p),http://61.244.22.4/ch3/ch3.live/index.m3u8

澳視綜藝(720p),http://103.233.191.132:1935/ch6/hd_ch6.live/playlist.m3u8#http://103.233.191.133:1935/ch6/hd_ch6.live/playlist.m3u8#http://103.233.191.134:1935/ch6/hd_ch6.live/playlist.m3u8
澳視綜藝(720p),http://61.244.22.5/ch6/_definst_/hd_ch6.live/playlist.m3u8

澳視體育(720p),http://103.233.191.132:1935/ch4/sport_ch4.live/playlist.m3u8#http://103.233.191.133:1935/ch4/sport_ch4.live/playlist.m3u8#http://103.233.191.134:1935/ch4/sport_ch4.live/playlist.m3u8

澳視資訊(720p),http://103.233.191.132:1935/ch5/info_ch5.live/playlist.m3u8#http://103.233.191.133:1935/ch5/info_ch5.live/playlist.m3u8#http://103.233.191.134:1935/ch5/info_ch5.live/playlist.m3u8

🇹🇼,#genre#
豬哥亮歌廳秀(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv006

民視 HD(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv002
民視 HD(1080p),http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch49.m3u8?token=
民視 HD(720p),rtmp://59.124.75.138/sat/tv051#rtmp://59.124.75.157/sat/tv051
民視 HD(720p),http://50.7.61.147:30080/Entry/ftv


台視 HD(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv066
台視 HD(1080p),http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch46.m3u8?token=
台視 HD(720p),rtmp://59.124.75.138/sat/tv071#rtmp://59.124.75.157/sat/tv071
台視 HD(720p),http://50.7.61.148:30080/Entry/ttv


中視 HD(1080p),http://211.23.114.106:8502/http/61.221.81.94:8088/hls/72/814/ch47.m3u8?token=
中視 HD(720p),rtmp://59.124.75.138/sat/tv091#rtmp://59.124.75.157/sat/tv091
中視 HD(720p),http://50.7.61.148:30080/Entry/ctv


華視 HD(1080p),http://211.23.114.106:8503/http/61.221.81.94:8088/hls/72/814/ch48.m3u8?token=
華視 HD(720p),rtmp://59.124.75.138/sat/tv111#rtmp://59.124.75.157/sat/tv111
華視 HD(720p),http://50.7.61.147:30080/Entry/cts


公視 HD(1080p),http://211.23.114.106:8504/http/61.221.81.94:8088/hls/73/815/ch50.m3u8?token=


民視新聞台(1080p),http://211.23.114.106:8542/http/60.251.39.91:8081/hls/73/815/ch51.m3u8
民視新聞台(720p),http://50.7.61.148:30080/Entry/ftvnews

台式新聞(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv051

華視新聞資訊(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv041#http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv052

TVBS新聞台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv072
TVBS新聞台(1080p),http://211.23.114.106:8546/http/116.50.42.19:8081/hls/64/806/ch16.m3u8
TVBS新聞台(720p),rtmp://59.124.75.138/sat/tv551#rtmp://59.124.75.157/sat/tv551
TVBS新聞台(720p),http://50.7.61.148:30080/Entry/tvbsnews

年代新聞(1080p),http://211.23.114.106:8517/http/60.251.39.91:8081/hls/67/809/ch27.m3u8

東森新聞(1080p),http://211.23.114.106:8540/http/60.251.39.91:8081/hls/63/805/ch10.m3u8
東森新聞(720p),http://50.7.61.147:30080/Entry/etnews

東森財經新聞(1080p),http://211.23.114.106:8546/http/116.50.42.19:8081/hls/63/805/ch11.m3u8
東森財經新聞(720p),rtmp://59.124.75.138/sat/tv571#rtmp://59.124.75.157/sat/tv571


三立新聞(1080p),http://211.23.114.106:8543/http/60.251.39.91:8081/hls/65/807/ch18.m3u8

中天新聞(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv009
中天新聞(1080p),http://211.23.114.106:8541/http/60.251.39.91:8081/hls/78/80/ch63max.m3u8

壹新聞(1080p),http://211.23.114.106:8548/http/116.50.42.19:8081/hls/66/808/ch24.m3u8
壹新聞(720p),http://50.7.61.147:30080/Entry/etv

非凡新聞(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv010

非凡商業(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv048

寰宇新聞台(1080p),http://211.23.114.106:8547/http/116.50.42.19:8081/hls/76/818/ch62.m3u8

寰宇新聞台灣台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn15

靖天資訊台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv065


衛視電影台(1080p),http://211.23.114.106:8553/http/116.50.42.19:8081/hls/62/804/ch07.m3u8

好萊塢電影(1080p),http://211.23.114.106:8554/http/116.50.42.19:8081/hls/74/816/ch55.m3u8

緯來電影(1080p),http://211.23.114.106:8555/http/116.50.42.19:8081/hls/69/811/ch35.m3u8

龍華電影(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn03
龍華電影(1080p),http://211.23.114.106:8556/http/116.50.42.19:8066/hls/210/10014/cstv14.m3u8

影迷數位電影台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv011

民視台灣台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv001
民視第一台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv003


公視戲劇(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv042

TVBS直播(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv073
TVBS直播(1080p),http://211.23.114.106:8545/http/116.50.42.19:8081/hls/64/806/ch15.m3u8
TVBS直播(720p),http://50.7.61.148:30080/Entry/tvbs

TVBS歡樂台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv068
TVBS歡樂台(1080p),http://211.23.114.106:8532/http/60.251.39.91:8081/hls/65/807/ch17.m3u8
TVBS歡樂台(720p),rtmp://59.124.75.138/sat/tv421#rtmp://59.124.75.157/sat/tv421
TVBS歡樂台(720p),http://anan.jxin122.top/cj.php?id=36&p=0&c=3&key=ced06b227baa54c961d63cc2c09dbc52

東森綜合(1080p),http://211.23.114.106:8524/http/60.251.39.91:8081/hls/63/805/ch12.m3u8

東森幼幼(1080p),http://211.23.114.106:8515/http/61.221.81.94:8088/hls/63/805/ch09.m3u8

東森超視(1080p),http://211.23.114.106:8525/http/60.251.39.91:8081/hls/64/806/ch14.m3u8

東森戲劇(1080p),http://211.23.114.106:8530/http/60.251.39.91:8081/hls/64/806/ch13.m3u8

八大綜合台(1080p),http://211.23.114.106:8520/http/61.221.81.94:8088/hls/66/808/ch21.m3u8
八大綜合台(720p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv039

八大第一台(1080p),http://211.23.114.106:8536/http/61.221.81.94:8088/hls/66/808/ch22.m3u8

八大戲劇台(1080p),http://211.23.114.106:8531/http/60.251.39.91:8081/hls/66/808/ch23.m3u8

八大精彩台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv034

緯來綜合台(1080p),http://211.23.114.106:8518/http/61.221.81.94:8088/hls/68/810/ch32.m3u8

緯來戲劇(1080p),http://211.23.114.106:8533/http/60.251.39.91:8081/hls/69/811/ch33.m3u8

緯來日本(1080p),http://211.23.114.106:8537/http/60.251.39.91:8081/hls/69/811/ch34.m3u8
緯來日本(720p),rtmp://59.124.75.138/sat/tv771#rtmp://59.124.75.157/sat/tv771
緯來日本(720p),http://50.7.61.147:30080/Entry/vljp?&好像連不上

緯來育樂(1080p),http://211.23.114.106:8562/http/116.50.42.19:8081/hls/68/810/ch30.m3u8

緯來體育(1080p),http://211.23.114.106:8563/http/59.120.8.187:8081/hls/67/809/ch28.m3u8
緯來體育(720p),rtmp://59.124.75.138/sat/tv701#rtmp://59.124.75.157/sat/tv701

靖天綜合台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv046

靖天歡樂台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv054

靖天日本台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv047

靖天卡通台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv044

靖天映畫(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv055

靖洋戲劇台(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv045



衛視中文台(1080p),http://211.23.114.106:8514/http/60.251.39.91:8081/hls/62/804/ch05.m3u8
衛視中文台(720p),http://50.7.61.148:30080/Entry/starchinese

三立台灣台(1080p),https://setlive-lh.akamaihd.net/i/settaiwan_1@301196/index_1080_av-b.m3u8
三立台灣台(1080p),http://211.23.114.106:8521/http/60.251.39.91:8081/hls/65/807/ch20.m3u8
三立台灣台(720p),http://50.7.61.148:30080/Entry/settw-

三立都會台(1080p),https://setlive-lh.akamaihd.net/i/setmetro_1@132201/index_1080_av-b.m3u8
三立都會台(1080p),http://211.23.114.106:8522/http/60.251.39.91:8081/hls/65/807/ch19.m3u8



中視經典(720p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv080

中視菁采(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv064
中視菁采(1080p),http://185.207.176.189:8080/channels/tw-103/mpeg.2ts

中天綜合(1080p),http://211.23.114.106:8526/http/60.251.39.91:8081/hls/67/809/ch25.m3u8

中天亞洲(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=4gtv-4gtv109

中天娛樂(1080p),http://211.23.114.106:8527/http/60.251.39.91:8081/hls/67/809/ch26.m3u8

MoMo綜合(720p),rtmp://59.124.75.138/sat/tv761#rtmp://59.124.75.157/sat/tv761


JET綜合(720p),http://50.7.61.147:30080/Entry/jet

龍華經典(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn21

龍華戲劇(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn18
龍華戲劇(1080p),http://211.23.114.106:8534/http/59.120.8.187:8066/hls/210/10010/cstv10.m3u8


龍華日韓(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn11
龍華日韓(1080p),http://211.23.114.106:8535/http/59.120.8.187:8066/hls/210/10011/cstv11.m3u8

龍華偶像(1080p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn12
龍華偶像(1080p),http://211.23.114.106:8579/http/59.120.8.187:8066/hls/210/10012/cstv12.m3u8

龍華卡通(720p),http://hstv:hstv2021@tw.hstv.pro/litv/litvts.php?id=litv-longturn01



大愛一台(1080p),http://211.23.114.106:8507/http/61.221.81.94:8088/hls/73/815/ch52.m3u8
大愛一台(720p),https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛二台(720p),https://pulltv2.wanfudaluye.com/live/tv2.m3u8
大愛三台(720p),https://pulltv3.wanfudaluye.com/live/tv3.m3u8




